TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,gender,OnlineBackup,InternetService,PaperlessBilling
1849.95,83.75,23,0,2,0,0,0,0,1,1
61.05,19.4,2,0,3,1,1,0,1,2,0
1698.55,26.5,65,2,0,1,1,0,1,2,0
1910.6,90.5,22,0,0,0,2,1,0,1,1
998.1,19.15,55,1,1,1,1,0,1,2,0
890.6,94.85,9,0,3,0,2,1,2,1,1
529.5,69.95,7,0,0,0,0,1,0,1,1
1383.6,40.9,35,1,3,0,2,0,0,0,0
493.4,80.25,6,2,3,2,2,1,0,0,1
48.6,48.6,1,0,1,2,0,0,0,0,1
1207.0,70.8,17,0,2,0,0,1,0,1,1
563.5,60.2,10,0,3,0,0,1,0,0,0
864.55,55.2,15,1,1,0,2,1,0,0,0
2109.35,55.8,40,0,2,2,0,0,2,0,1
701.05,54.15,13,1,0,2,2,0,0,0,0
2265.25,80.15,29,0,0,0,0,1,2,1,1
220.6,75.5,3,0,2,0,0,0,0,1,1
5749.8,100.4,58,0,0,0,2,0,0,1,1
2796.45,62.55,45,1,1,2,2,0,2,0,1
5165.7,70.45,72,2,0,2,2,0,2,0,1
5696.6,85.5,68,1,0,2,0,1,2,1,1
20.2,20.2,1,0,0,1,1,1,1,2,1
2076.05,54.5,38,0,2,2,0,0,2,0,0
44.2,20.75,2,0,3,1,1,1,1,2,0
215.25,20.35,11,0,3,1,1,1,1,2,0
1859.5,91.0,20,1,0,0,0,0,0,1,1
7470.1,104.8,72,2,0,0,0,1,2,1,1
229.5,74.75,3,0,1,0,0,0,0,1,1
2470.1,104.05,23,0,3,0,2,1,0,1,1
2092.9,51.1,40,0,2,0,2,1,0,0,1
5629.55,89.8,62,0,0,0,0,1,2,1,1
469.85,20.55,22,0,2,1,1,0,1,2,1
733.95,64.05,11,0,0,2,0,0,0,0,0
485.25,74.85,7,0,2,0,0,1,0,1,1
1244.5,96.65,13,0,2,2,0,0,2,1,1
20.05,20.05,1,0,3,1,1,1,1,2,0
3994.45,103.45,39,0,2,0,0,0,2,1,1
78.25,25.0,3,0,3,0,0,1,0,0,0
1131.5,20.3,58,2,1,1,1,1,1,2,0
184.05,26.35,6,0,3,1,1,1,1,2,0
19.9,19.9,1,0,2,1,1,0,1,2,1
1178.75,54.7,22,0,3,0,0,0,2,0,1
667.7,46.35,14,0,2,0,0,1,0,0,0
5629.15,90.25,64,1,1,0,0,1,0,1,0
19.95,19.95,1,0,2,1,1,1,1,2,0
109.3,20.65,6,0,3,1,1,1,1,2,0
79.6,79.6,1,0,2,0,0,1,0,1,0
958.45,25.45,39,1,0,1,1,1,1,2,0
403.15,19.5,20,1,3,1,1,0,1,2,0
75.9,75.9,1,0,2,0,2,1,0,1,1
76.2,76.2,1,0,2,0,0,1,0,1,0
4392.5,66.15,64,1,1,2,0,1,0,0,1
19.25,19.25,1,0,3,1,1,1,1,2,0
3168.0,69.1,46,0,1,0,0,0,2,0,1
1096.6,39.1,28,1,2,0,0,0,2,0,1
669.45,20.05,33,0,3,1,1,0,1,2,0
2343.85,59.8,39,1,2,2,0,1,2,0,0
3588.4,84.3,42,0,2,0,2,0,0,1,1
48.6,48.6,1,0,2,0,0,0,2,0,1
522.95,79.0,7,0,2,0,0,0,0,1,1
7511.9,105.35,70,2,1,2,0,1,2,1,0
1725.0,25.1,65,2,0,1,1,1,1,2,1
49.75,49.75,1,0,2,2,0,1,0,0,0
1691.9,94.75,18,0,2,0,0,1,0,1,1
2248.05,93.0,24,0,2,0,0,1,0,1,1
4479.2,71.9,63,2,0,2,2,1,0,0,1
3471.1,77.55,44,1,3,0,0,0,2,0,1
63.0,19.85,4,0,2,1,1,1,1,2,1
70.25,70.25,1,0,2,0,0,0,0,1,1
3314.15,95.25,37,0,2,0,0,0,0,1,1
865.55,84.6,10,0,1,0,0,0,0,1,1
852.7,25.05,34,0,0,0,0,1,0,0,1
1930.9,53.15,35,1,1,2,0,1,0,0,0
91.4,20.15,4,0,2,1,1,0,1,2,0
3949.15,101.25,39,0,2,0,2,0,0,1,1
4304.0,100.55,43,1,0,0,0,1,2,1,1
409.9,24.1,17,0,3,1,1,0,1,2,0
1554.9,25.3,61,2,0,1,1,0,1,2,0
3472.05,71.8,49,1,2,2,0,0,2,0,0
117.8,19.7,4,1,3,1,1,1,1,2,0
3210.35,49.85,64,2,2,0,2,0,2,0,0
207.4,69.6,3,0,3,0,0,1,0,1,1
19.75,19.75,1,0,2,1,1,1,1,2,0
3132.75,80.8,40,1,2,0,0,1,2,1,0
60.0,60.0,1,0,2,2,2,0,2,0,1
649.65,86.55,8,0,2,0,0,1,0,1,1
20.85,20.85,1,0,3,1,1,0,1,2,1
2106.3,64.2,34,1,0,0,2,0,0,0,0
35.0,35.0,1,0,2,0,0,0,0,0,0
2011.4,50.75,39,0,2,0,0,0,0,0,1
6205.5,105.5,58,1,1,2,2,0,2,1,1
903.7,19.2,45,2,2,1,1,1,1,2,0
503.6,85.15,6,0,0,2,0,1,0,1,1
3882.3,90.65,43,1,1,2,2,1,2,1,1
879.8,20.0,41,2,3,1,1,1,1,2,1
383.65,74.65,5,0,2,0,0,1,2,1,1
4390.25,61.2,72,2,1,2,2,1,0,0,1
68.2,19.95,4,1,3,1,1,1,1,2,0
452.8,54.8,9,0,3,0,2,1,2,0,0
5329.0,73.45,72,2,1,0,0,1,0,0,1
1758.9,51.45,33,1,3,0,2,0,0,0,1
5737.6,80.45,72,2,0,2,0,0,0,1,0
1152.7,54.2,22,0,2,2,2,1,0,0,1
7674.55,109.5,70,1,2,0,2,0,2,1,1
2157.95,104.4,21,0,2,0,0,1,2,1,0
1219.85,85.3,15,0,2,0,0,1,0,1,0
2414.55,79.3,29,0,2,0,2,1,0,1,1
1155.6,76.5,15,0,0,0,2,0,2,0,0
7548.1,105.1,71,0,1,2,0,1,2,1,1
1809.35,25.4,72,2,0,1,1,1,1,2,0
1564.4,86.85,19,0,2,0,0,0,0,1,1
19.65,19.65,1,0,3,1,1,1,1,2,0
75.7,75.7,1,0,2,0,0,0,2,1,1
84.4,45.55,2,0,2,0,0,0,0,0,0
864.85,78.1,11,0,1,0,0,0,0,1,1
228.75,19.3,12,1,3,1,1,0,1,2,0
7752.05,110.5,70,2,2,0,2,0,2,1,1
1951.0,90.8,20,0,2,0,0,0,0,1,0
470.6,20.3,23,0,0,1,1,0,1,2,1
4060.9,81.35,49,2,1,2,2,1,2,0,0
384.5,97.95,4,0,2,0,0,0,2,1,1
3432.9,108.15,32,0,1,2,2,1,2,1,1
108.65,55.3,2,0,2,0,0,1,0,0,1
3952.65,56.55,69,2,1,2,0,1,2,0,0
463.05,80.5,6,0,1,0,0,1,0,1,1
494.05,19.7,24,2,3,1,1,0,1,2,1
3416.85,104.05,32,1,1,0,0,0,2,1,1
1498.65,52.85,27,2,0,2,0,0,2,0,0
2867.75,104.3,27,0,0,2,2,0,0,1,1
4807.35,80.65,58,0,0,0,2,1,0,1,0
71.35,71.35,1,0,3,0,0,1,0,1,1
471.35,24.65,18,2,1,1,1,0,1,2,1
1041.8,21.3,47,2,0,1,1,0,1,2,1
7689.8,110.2,70,2,2,0,2,0,2,1,1
1132.35,89.4,13,0,2,0,2,0,2,1,0
1815.0,51.05,36,0,1,2,0,0,0,0,0
1311.3,19.8,67,2,3,1,1,1,1,2,1
199.45,19.9,10,0,3,1,1,0,1,2,1
1637.3,87.3,19,0,2,2,0,1,0,1,1
1326.35,19.85,71,2,0,1,1,0,1,2,0
6376.55,89.4,72,2,3,2,2,1,2,0,1
935.9,20.0,48,2,3,1,1,0,1,2,0
20.05,20.05,1,0,3,1,1,1,1,2,0
1611.15,83.25,18,0,2,2,2,1,0,0,0
20.6,20.6,1,0,3,1,1,1,1,2,0
6989.7,102.9,67,2,0,0,2,1,2,1,0
2779.5,39.1,69,2,3,2,2,1,0,0,0
1931.75,99.95,19,0,2,0,0,1,2,1,1
8331.95,114.5,72,2,3,2,2,1,2,1,1
735.9,20.2,38,2,3,1,1,0,1,2,0
2283.3,55.8,40,1,2,0,0,1,0,0,0
1445.2,24.2,61,2,3,1,1,0,1,2,1
818.05,81.0,10,0,1,0,0,0,2,1,1
2333.05,72.8,32,1,1,2,2,1,0,0,1
1992.55,99.85,21,0,1,0,0,0,2,1,1
5890.0,99.5,59,1,2,0,0,0,0,1,1
916.75,70.15,13,0,2,0,0,0,0,1,1
1029.8,20.25,47,2,1,1,1,0,1,2,0
1796.55,26.0,69,2,0,1,1,1,1,2,1
33.7,19.9,2,0,1,1,1,1,1,2,1
454.05,19.05,22,0,0,1,1,0,1,2,0
1392.25,96.5,15,0,2,2,0,1,0,1,1
1049.6,19.85,53,2,1,1,1,0,1,2,0
734.6,25.7,28,0,3,1,1,0,1,2,0
475.1,20.3,22,1,3,1,1,1,1,2,0
70.15,70.15,1,0,3,0,0,0,0,1,1
1540.05,91.55,16,0,2,0,2,1,0,1,1
1978.65,39.4,48,2,3,2,2,0,2,0,0
3181.8,105.7,30,0,0,2,2,1,2,1,1
229.7,70.25,3,0,2,0,0,0,0,1,1
5625.55,93.75,57,2,2,2,2,1,0,1,0
6581.9,96.55,68,1,1,2,0,0,2,1,1
1347.15,60.0,23,1,0,0,2,0,0,0,0
3808.2,59.8,65,2,1,0,2,0,0,0,1
3974.15,90.65,44,1,0,0,0,1,0,1,1
7661.8,109.0,71,2,0,2,0,0,2,1,1
2479.25,68.1,37,1,1,2,2,0,0,0,0
266.6,20.4,12,0,3,1,1,0,1,2,0
5601.4,81.95,69,2,0,0,2,1,2,0,1
1982.6,60.55,35,0,2,2,0,0,2,0,0
339.9,65.6,5,0,0,0,2,1,2,0,1
4828.05,82.5,58,2,0,0,0,1,0,1,0
5980.55,82.3,72,2,0,2,2,1,2,0,1
4808.7,68.15,72,2,3,2,2,1,2,0,0
20.3,20.3,1,0,1,1,1,0,1,2,0
3692.85,95.55,39,1,2,2,2,0,0,1,1
1068.15,20.2,53,1,1,1,1,1,1,2,0
2383.6,89.2,27,0,2,0,2,0,0,1,1
69.65,69.65,1,0,2,0,0,0,0,1,1
89.3,89.3,1,0,2,0,0,0,0,1,1
1438.05,74.8,18,0,2,2,0,0,0,1,0
917.45,20.2,46,2,3,1,1,1,1,2,1
6096.45,84.4,72,2,1,2,2,0,0,0,1
3078.1,87.55,36,0,2,0,2,0,0,1,1
99.95,25.15,4,0,2,0,0,0,0,0,1
475.2,19.8,25,2,1,1,1,0,1,2,0
2036.55,50.85,40,0,2,0,0,0,2,0,1
6444.05,102.4,63,0,2,0,0,1,2,1,1
1426.75,96.3,15,0,3,2,2,0,0,1,1
767.55,55.5,14,0,1,0,0,1,2,0,1
7932.5,109.75,72,2,0,0,2,1,2,1,1
4040.65,106.4,39,0,2,2,0,1,2,1,1
2768.65,60.0,47,2,1,2,0,0,2,0,1
1672.35,88.8,19,0,1,2,2,1,2,1,1
474.8,85.2,5,0,2,0,0,0,0,1,1
446.1,35.1,13,0,2,0,0,0,0,0,1
1345.65,80.05,17,0,0,0,0,0,0,1,0
2425.4,75.55,34,0,2,0,0,1,0,1,1
2077.95,49.55,42,0,2,0,0,0,2,0,1
416.3,81.3,5,0,2,0,0,1,2,1,1
1663.5,23.9,71,2,1,1,1,0,1,2,0
1286.05,66.4,19,0,0,2,0,1,0,0,0
35.85,19.6,2,0,2,1,1,0,1,2,1
1094.35,18.8,57,2,1,1,1,1,1,2,0
7719.5,108.4,72,2,2,0,2,1,2,1,1
514.6,85.95,6,0,3,0,0,0,2,1,1
1451.6,85.45,17,0,2,0,0,0,0,1,1
4932.5,80.9,61,2,0,0,0,1,2,0,0
71.0,71.0,1,0,2,0,0,1,0,1,1
5443.65,111.8,48,2,1,2,2,1,2,1,0
330.25,20.6,16,0,1,1,1,1,1,2,1
746.5,85.05,9,0,2,0,0,1,0,1,1
122.7,44.6,3,0,2,0,0,0,0,0,0
44.4,44.4,1,0,2,0,0,1,0,0,1
6631.85,105.1,65,2,1,0,0,1,2,1,0
8250.0,115.15,70,2,1,2,2,0,2,1,1
3561.15,59.8,60,1,3,2,0,1,0,0,1
1763.55,26.3,69,1,2,1,1,0,1,2,1
2419.0,70.55,35,0,2,0,0,0,0,1,0
470.2,20.05,22,0,3,1,1,0,1,2,1
5234.95,79.85,66,2,0,0,0,1,2,0,0
70.3,70.3,1,0,2,0,0,1,0,1,1
79.35,79.35,1,0,0,0,0,0,0,1,1
3097.0,90.05,34,0,1,0,0,1,0,1,1
1709.1,24.45,72,2,0,1,1,0,1,2,0
1848.8,59.95,31,1,2,2,2,1,0,0,0
723.3,25.35,30,1,0,1,1,1,1,2,0
809.75,90.8,9,0,0,0,0,0,0,1,1
1470.95,70.45,20,0,2,0,0,1,0,1,1
577.15,34.3,19,0,1,0,0,1,2,0,1
6914.95,105.05,65,0,2,2,0,0,0,1,1
602.9,19.3,30,2,3,1,1,0,1,2,0
124.4,19.15,6,1,3,1,1,1,1,2,0
96.8,51.4,2,0,2,0,0,0,2,0,0
3827.9,71.85,53,0,2,2,2,1,0,0,0
533.05,75.4,7,0,2,0,0,1,0,1,1
2961.4,49.7,61,1,0,2,0,0,0,0,1
3264.45,45.25,70,1,2,0,0,1,0,0,1
995.35,78.75,13,0,2,2,0,0,0,0,1
2815.25,81.6,35,1,0,0,0,1,0,1,1
154.8,70.4,2,0,1,0,0,0,0,1,1
246.3,75.8,3,0,2,0,0,0,0,1,1
257.6,76.1,3,0,2,0,0,0,0,1,0
5757.2,94.0,62,1,0,0,0,0,0,1,1
7517.7,103.95,72,2,1,2,2,1,2,1,0
1234.8,19.95,63,2,0,1,1,1,1,2,1
1389.2,71.3,20,0,1,0,0,1,0,1,0
3836.3,110.8,35,1,0,2,2,0,2,1,1
1474.75,69.1,21,0,2,0,0,1,0,1,1
6001.45,96.1,62,1,2,2,0,1,2,1,0
720.1,48.8,15,0,3,0,0,0,0,0,1
2832.75,50.55,55,0,1,2,0,0,0,0,1
472.25,44.65,11,0,3,0,0,0,0,0,1
1460.65,88.25,17,0,2,0,0,0,0,1,0
1336.35,19.45,61,1,0,1,1,0,1,2,0
6388.65,89.3,71,2,1,2,2,0,2,0,0
153.05,70.0,2,0,0,0,0,0,0,1,0
677.9,19.25,35,2,3,1,1,1,1,2,0
1165.6,70.5,17,0,0,0,0,0,0,1,0
2119.5,97.35,21,0,2,0,0,0,0,1,1
921.55,19.65,47,2,0,1,1,0,1,2,0
72.0,20.85,3,0,3,1,1,0,1,2,0
68.35,19.65,3,0,3,1,1,1,1,2,1
847.25,19.35,44,2,1,1,1,1,1,2,1
44.0,44.0,1,0,3,0,0,0,0,0,1
4295.35,94.4,44,1,2,0,0,0,2,1,0
135.0,25.9,5,0,0,1,1,1,1,2,1
1400.55,55.65,24,0,0,2,0,1,0,0,1
69.65,69.65,1,0,2,0,0,0,0,1,1
1380.4,75.4,18,0,2,2,0,0,0,1,1
1060.2,100.6,10,0,2,0,0,0,0,1,1
4386.2,71.0,65,2,0,2,0,0,2,0,0
86.0,86.0,1,0,2,0,0,0,2,1,1
5785.5,106.95,53,1,1,2,0,0,0,1,1
52.05,21.2,3,1,3,1,1,1,1,2,0
2018.4,61.05,33,2,3,2,2,1,2,0,1
79.45,29.6,3,0,2,0,0,1,2,0,1
2727.3,79.95,34,1,0,2,2,0,0,0,1
263.65,19.7,14,2,3,1,1,0,1,2,1
275.4,20.3,13,0,3,1,1,0,1,2,1
2816.65,59.9,46,1,0,0,2,1,2,0,1
538.5,24.35,23,1,3,1,1,1,1,2,0
948.9,19.75,47,2,3,1,1,0,1,2,0
846.8,50.3,17,0,3,2,0,1,0,0,1
4783.5,95.6,49,0,2,0,0,0,0,1,1
2997.45,50.25,59,0,2,0,0,1,2,0,1
5897.4,85.35,69,2,1,2,2,0,0,0,1
470.6,41.6,11,1,2,0,0,1,0,0,1
524.5,51.65,10,0,3,2,0,1,0,0,1
269.65,24.0,12,2,0,1,1,1,1,2,1
4740.0,100.85,45,0,1,0,0,1,2,1,1
2341.5,59.85,39,0,3,0,0,0,0,0,1
1789.65,25.45,71,2,1,1,1,1,1,2,0
1626.4,23.9,71,2,1,1,1,1,1,2,0
800.3,24.15,33,1,1,1,1,0,1,2,0
5060.85,75.7,67,0,3,0,0,1,0,1,1
1448.8,40.2,37,0,0,2,0,1,2,0,0
4254.85,84.5,49,0,2,0,0,1,0,1,0
466.6,50.85,9,0,3,0,0,0,2,0,0
4627.8,91.6,52,2,1,2,2,1,0,1,1
6838.6,98.9,70,1,2,0,0,0,2,1,0
85.0,85.0,1,0,2,0,0,1,2,1,1
1101.85,78.95,14,0,2,0,0,0,2,1,1
44.3,44.3,1,0,3,0,0,1,0,0,1
20.2,20.2,1,0,3,1,1,1,1,2,0
4297.6,80.2,52,1,3,0,0,0,2,1,1
414.1,60.9,6,0,3,0,0,1,0,0,0
256.6,34.2,7,0,3,2,0,1,2,0,0
3969.35,85.2,47,0,0,0,0,0,2,1,1
2274.1,87.15,26,1,1,2,2,0,0,1,1
1296.8,54.3,25,0,2,2,2,1,0,0,0
1268.85,19.1,69,2,3,1,1,1,1,2,1
8192.6,112.75,72,2,1,2,2,0,2,1,1
59.25,19.95,4,0,3,1,1,1,1,2,1
1147.85,19.5,59,2,3,1,1,1,1,2,0
4361.55,65.55,67,2,0,2,0,1,0,0,0
2006.1,78.8,26,0,2,0,0,0,0,1,1
2078.95,78.2,27,1,3,0,2,0,2,0,0
7609.75,105.25,72,2,0,2,0,1,0,1,0
487.05,89.25,6,0,2,0,2,0,0,1,1
1218.45,20.65,62,2,1,1,1,1,1,2,0
1416.2,68.7,20,1,2,0,2,1,2,0,1
483.3,78.65,6,0,1,2,2,1,0,0,0
1234.6,24.75,51,2,3,1,1,1,1,2,0
1311.6,19.75,61,2,1,1,1,0,1,2,0
5618.3,89.1,62,0,2,2,0,1,2,1,1
6185.15,84.7,72,2,0,2,2,0,0,1,1
1237.85,98.0,13,0,2,0,0,1,2,1,1
498.1,94.45,5,0,2,0,0,1,0,1,1
294.45,105.0,3,0,2,0,0,1,2,1,1
2381.55,93.85,26,0,2,0,0,0,2,1,1
788.35,59.9,13,0,2,0,0,1,2,0,1
756.4,19.95,38,2,3,1,1,0,1,2,1
613.4,84.0,8,0,2,0,0,0,0,1,1
3625.2,108.9,34,0,2,0,2,1,2,1,1
550.35,33.6,18,0,3,2,0,1,0,0,0
4793.8,85.85,56,1,3,0,2,1,2,1,1
1267.2,34.85,36,0,0,0,2,0,2,0,1
442.2,48.75,9,0,2,0,0,0,0,0,1
84.85,84.85,1,0,2,0,0,1,0,1,1
654.85,56.65,12,0,3,2,2,1,0,0,0
5567.45,95.3,57,0,1,0,2,0,2,1,1
3160.55,73.9,42,1,1,2,2,0,2,0,0
740.3,24.5,33,2,3,1,1,0,1,2,1
5706.2,84.6,70,2,0,2,2,1,2,1,0
3085.35,44.95,68,0,2,0,2,0,2,0,0
24.7,24.7,1,0,2,0,0,1,0,0,1
3541.4,100.3,37,0,1,0,2,0,0,1,0
84.2,25.45,4,0,3,1,1,0,1,2,1
50.7,50.7,1,0,3,2,0,1,0,0,1
1165.55,55.0,20,0,1,2,2,1,2,0,1
4855.35,68.4,72,2,0,2,2,1,2,0,0
2806.9,89.9,31,0,2,0,0,0,0,1,1
1422.65,78.55,18,0,2,0,0,1,0,1,0
608.15,55.05,11,0,0,0,0,1,0,0,1
641.35,19.8,33,2,1,1,1,0,1,2,0
4959.15,84.45,62,1,2,0,0,0,0,1,0
35.9,35.9,1,0,3,0,2,0,0,0,0
1321.3,80.75,16,0,0,2,0,1,2,1,0
1663.75,78.65,22,1,3,0,2,1,0,0,1
3024.15,61.75,49,0,0,2,2,0,0,0,0
2188.5,63.7,36,1,1,2,0,1,0,0,1
4138.05,99.45,42,0,2,0,2,1,2,1,1
102.5,25.2,4,0,0,0,0,1,0,0,1
872.65,74.05,12,1,3,0,2,0,0,0,0
2724.25,87.6,31,0,2,2,2,0,0,1,0
413.25,89.15,5,0,2,2,0,1,0,1,1
1374.2,20.0,66,2,1,1,1,1,1,2,0
757.1,55.0,15,0,1,0,2,0,0,0,0
6692.65,104.4,64,2,0,0,0,1,2,1,1
218.5,20.05,10,0,1,1,1,1,1,2,1
608.8,89.75,7,0,2,0,2,1,2,1,1
1004.75,34.3,29,0,2,0,2,1,2,0,0
1125.6,20.65,57,2,0,1,1,1,1,2,0
3847.6,84.25,46,0,3,2,0,0,2,1,0
978.0,19.65,53,2,0,1,1,1,1,2,0
1387.35,79.85,17,1,1,2,2,0,2,0,0
746.05,20.2,38,2,3,1,1,0,1,2,1
304.6,19.8,15,1,3,1,1,1,1,2,0
1098.85,50.35,22,0,2,0,0,0,2,0,1
1139.2,85.15,14,0,2,0,0,1,0,1,1
4368.95,74.6,57,1,0,0,2,0,2,0,0
827.7,79.15,11,0,1,0,0,1,0,1,1
20.35,20.35,1,2,3,1,1,0,1,2,0
262.05,21.05,12,2,0,1,1,1,1,2,0
279.55,94.6,3,0,2,0,0,1,0,1,1
3512.5,94.7,36,0,2,0,0,1,2,1,1
1483.25,94.25,16,0,2,2,0,1,0,1,1
4653.85,72.45,65,1,1,2,0,1,2,0,0
151.75,74.95,2,0,2,0,0,1,2,1,0
4400.75,105.2,42,0,2,2,0,0,0,1,1
8033.1,111.95,72,2,0,2,2,1,2,1,0
1253.65,19.85,62,2,0,1,1,1,1,2,0
552.65,89.75,6,0,2,0,0,0,2,1,1
1036.0,20.05,48,2,3,1,1,1,1,2,1
4025.5,108.95,35,2,2,2,2,1,0,1,1
928.4,19.65,52,1,1,1,1,1,1,2,0
24.9,24.9,1,0,3,0,0,0,0,0,1
460.25,82.85,6,0,2,0,0,1,0,1,1
6506.15,93.2,71,2,1,2,2,0,2,0,0
5598.3,84.8,67,1,0,2,0,0,2,1,0
4374.55,71.75,60,1,2,2,0,1,2,0,1
678.75,30.35,23,0,0,0,2,1,0,0,1
2191.7,54.85,39,1,0,0,2,1,0,0,0
239.75,19.5,15,1,3,1,1,1,1,2,1
5485.5,103.85,53,0,2,0,0,1,2,1,1
609.05,24.2,24,2,3,1,1,1,1,2,0
683.75,19.35,37,0,2,1,1,0,1,2,0
404.2,83.6,5,0,2,0,0,0,2,1,1
5189.75,100.65,50,1,2,0,2,0,0,1,1
5060.9,94.1,54,1,1,0,0,0,0,1,1
233.65,74.55,3,0,2,2,0,0,0,1,1
7176.55,108.45,68,1,2,0,2,1,2,1,0
291.45,56.15,5,0,2,0,2,1,0,0,0
689.75,20.35,33,2,3,1,1,1,1,2,0
3263.9,80.55,41,1,2,0,0,0,2,0,1
1993.2,61.25,34,1,3,2,2,0,0,0,0
254.5,20.45,13,0,3,1,1,0,1,2,1
347.65,18.9,20,0,1,1,1,0,1,2,1
967.9,19.6,51,2,1,1,1,0,1,2,0
242.95,91.5,3,0,1,0,0,0,2,1,1
1841.9,45.2,41,0,0,0,0,0,0,0,0
232.1,19.45,13,0,1,1,1,0,1,2,0
809.25,25.45,35,2,0,1,1,1,1,2,0
866.45,80.85,12,0,0,2,2,1,0,1,0
360.55,94.9,4,0,3,2,2,1,2,1,1
2076.2,49.05,43,0,0,0,0,0,0,0,1
355.9,29.3,12,0,3,0,2,0,0,0,1
7299.65,105.3,68,0,2,0,0,1,2,1,1
2291.2,88.95,25,0,2,0,0,1,2,1,1
129.15,20.25,7,1,3,1,1,0,1,2,0
7491.75,110.85,66,1,2,0,2,1,2,1,1
5835.5,110.5,53,1,2,2,2,0,2,1,0
7031.45,109.4,63,0,0,2,0,1,2,1,1
7723.9,114.2,70,2,0,2,2,0,2,1,1
1032.0,36.5,27,0,0,0,0,1,0,0,0
70.75,70.75,1,0,3,0,0,0,0,1,0
109.6,19.95,5,0,3,1,1,0,1,2,0
727.8,19.6,37,1,3,1,1,0,1,2,0
130.75,40.15,3,0,3,0,0,1,0,0,1
893.0,76.6,12,0,2,0,0,0,0,1,1
763.1,19.6,38,1,1,1,1,0,1,2,0
781.4,85.3,9,0,1,0,0,0,0,1,1
902.25,65.85,13,0,2,2,0,1,0,0,1
2653.65,94.45,29,0,2,0,0,1,0,1,1
1016.7,20.05,47,2,1,1,1,0,1,2,0
5943.65,99.4,61,0,0,2,2,1,0,1,0
275.7,20.0,16,0,3,1,1,1,1,2,0
3126.45,78.45,41,2,2,2,2,0,2,0,0
1070.15,25.1,43,2,2,1,1,0,1,2,1
3457.9,97.35,36,0,0,0,0,0,2,1,1
340.4,55.0,6,0,2,0,0,0,0,0,1
4299.2,71.1,58,1,1,2,2,0,2,0,1
1093.2,61.55,19,0,1,0,2,1,0,0,1
521.9,45.9,11,0,0,0,0,1,0,0,1
1630.4,40.3,39,1,0,2,2,0,2,0,1
713.6,87.1,8,0,2,0,0,0,2,1,1
1265.65,49.5,26,0,3,0,0,0,0,0,1
4003.85,73.8,53,0,1,0,0,0,2,1,1
1401.4,19.2,70,2,3,1,1,0,1,2,1
45.3,45.3,1,0,3,0,0,1,0,0,1
1510.5,25.0,59,2,3,1,1,1,1,2,0
178.1,94.95,2,0,2,0,0,1,0,1,0
264.8,35.3,7,1,3,2,0,1,0,0,0
480.6,44.55,12,0,2,0,0,0,0,0,1
4541.9,76.75,59,1,1,0,2,1,2,0,0
4976.15,81.0,61,2,0,0,2,1,0,0,1
7542.25,105.55,72,2,0,2,0,1,0,1,1
251.25,18.8,13,0,3,1,1,0,1,2,0
1595.5,24.9,64,1,3,1,1,0,1,2,0
23.45,23.45,1,0,2,0,0,1,0,0,1
685.55,64.9,10,1,3,0,2,0,2,0,0
3874.1,61.35,65,1,0,2,0,0,2,0,0
6891.4,113.95,62,2,3,2,2,0,2,1,0
4916.95,90.15,55,1,2,2,2,0,2,0,1
1373.0,54.1,25,0,2,0,0,0,2,0,0
29.7,29.7,1,0,3,2,0,1,0,0,0
49.8,49.8,1,0,1,2,0,1,0,0,1
6039.9,101.1,59,0,2,0,0,0,2,1,0
1548.65,24.4,64,2,0,1,1,1,1,2,1
3440.25,95.0,36,0,0,0,0,1,0,1,1
151.3,50.65,3,0,3,0,0,0,0,0,1
4226.7,69.9,61,2,3,2,0,1,0,0,1
1023.75,39.95,26,1,0,0,0,1,2,0,1
55.4,55.4,1,0,2,0,0,0,0,0,1
90.6,90.6,1,0,2,0,0,0,2,1,1
7074.4,103.25,68,2,1,2,0,1,2,1,1
156.35,86.85,2,0,3,0,0,1,0,1,1
6849.75,94.25,72,2,0,2,2,0,2,1,1
3263.6,47.05,71,2,2,0,2,0,0,0,1
1252.85,20.55,57,2,1,1,1,1,1,2,0
67.55,19.65,4,0,3,1,1,1,1,2,1
70.2,70.2,1,0,2,0,0,0,0,1,1
5750.0,81.0,72,2,1,2,2,1,2,0,0
1549.75,75.9,21,1,0,2,0,1,0,0,1
1810.55,24.7,71,2,0,1,1,0,1,2,0
2952.85,99.05,29,0,0,0,0,0,0,1,1
7467.55,110.25,69,2,1,2,2,0,0,1,0
5484.4,85.0,64,2,1,2,2,0,0,0,1
294.9,19.75,16,0,1,1,1,1,1,2,0
97.5,23.9,4,1,2,1,1,0,1,2,0
5916.45,111.25,52,1,1,2,2,0,2,1,1
113.35,55.1,2,0,3,2,0,1,0,0,1
19.95,19.95,1,0,3,1,1,1,1,2,0
476.8,25.15,18,0,3,0,0,1,0,0,0
101.65,54.15,2,0,3,0,0,0,2,0,0
1130.85,59.8,19,0,3,0,0,0,2,0,1
3532.25,83.85,40,0,0,0,0,0,0,1,0
6891.45,104.9,66,1,2,0,0,0,2,1,1
1570.7,75.3,21,0,3,0,0,1,0,1,0
520.95,66.65,8,0,2,0,2,1,2,0,1
7854.9,109.5,72,2,1,2,2,0,2,1,1
3581.4,73.85,48,1,0,0,2,0,2,0,1
1447.9,19.3,69,2,0,1,1,1,1,2,1
